index,title,author,school,sentence_str,original_publication_date,sentences,word.count,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
52,Enchiridion,Epictetus,stoicism,"For it were better to die of hunger, exempt from grief and fear, than to live in affluence with perturbation; and it is better that your servant should be bad than you unhappy.",125,for it were better to die of hunger exempt from grief and fear than to live in affluence with perturbation and it is better that your servant should be bad than you unhappy,33,0.090881551,0,0.060587701,0.121175401,0.03029385,0.121175401,0,0.03029385,0.212056952,0.03029385
53,Enchiridion,Epictetus,stoicism,Begin therefore with little things.,125,begin therefore with little things,5,0,0,0,0,0,0,0,0,0,0
54,Enchiridion,Epictetus,stoicism,Is a little oil spilled or a little wine stolen?,125,is little oil spilled or little wine stolen,8,0.124843945,0,0,0,0,0,0,0,0.124843945,0
55,Enchiridion,Epictetus,stoicism,"Say to yourself, 'This is the price paid for peace and tranquillity; and nothing is to be had for nothing.'",125,say to yourself this is the price paid for peace and tranquillity and nothing is to be had for nothing,20,0,0.049975012,0,0,0.049975012,0,0,0.049975012,0,0.049975012
56,Enchiridion,Epictetus,stoicism,"And when you call your servant, consider that it is possible he may not come at your call; or, if he does, that he may not do what you wish.",125,and when you call your servant consider that it is possible he may not come at your call or if he does that he may not do what you wish,30,0,0,0,0,0,0,0,0.033322226,0.033322226,0
57,Enchiridion,Epictetus,stoicism,"But it is not at all desirable for him, and very undesirable for you, that it should be in his power to cause you any disturbance.",125,but it is not at all desirable for him and very undesirable for you that it should be in his power to cause you any disturbance,26,0.076893502,0,0.038446751,0.076893502,0,0.076893502,0.038446751,0,0.076893502,0.038446751
58,Enchiridion,Epictetus,stoicism,"you would improve, be content to be thought foolish and dull with regard to externals.",125,you would improve be content to be thought foolish and dull with regard to externals,15,0,0.133244504,0,0,0.133244504,0.066622252,0,0.133244504,0.133244504,0.133244504
59,Enchiridion,Epictetus,stoicism,"Do not desire to be thought to know anything; and though you should appear to others to be somebody, distrust yourself.",125,do not desire to be thought to know anything and though you should appear to others to be somebody distrust yourself,21,0.047596383,0.047596383,0.047596383,0.047596383,0,0,0,0,0.047596383,0
60,Enchiridion,Epictetus,stoicism,"For be assured, it is not easy at once to keep your will in harmony with nature and to secure externals; but while you are absorbed in the one, you must of necessity neglect the other.",125,for be assured it is not easy at once to keep your will in harmony with nature and to secure externals but while you are absorbed in the one you must of necessity neglect the other,36,0,0,0,0,0.027770064,0.027770064,0,0.055540128,0.027770064,0.083310192
61,Enchiridion,Epictetus,stoicism,"you wish your children and your wife and your friends to live forever, you are foolish, for you wish things to be in your power which are not so, and what belongs to others to be your own.",125,you wish your children and your wife and your friends to live forever you are foolish for you wish things to be in your power which are not so and what belongs to others to be your own,38,0,0,0,0,0,0,0,0,0.026308866,0
62,Enchiridion,Epictetus,stoicism,"So likewise, if you wish your servant to be without fault, you are foolish, for you wish vice not to be vice but something else.",125,so likewise if you wish your servant to be without fault you are foolish for you wish vice not to be vice but something else,25,0,0,0,0,0,0.039984006,0,0.039984006,0.159936026,0
63,Enchiridion,Epictetus,stoicism,"But if you wish not to be disappointed in your desires, that is in your own power.",125,but if you wish not to be disappointed in your desires that is in your own power,17,0.058788948,0,0.058788948,0,0,0.058788948,0,0,0.058788948,0
64,Enchiridion,Epictetus,stoicism,"Exercise, therefore, what is in your power.",125,exercise therefore what is in your power,7,0,0,0,0,0,0,0,0,0,0
65,Enchiridion,Epictetus,stoicism,A man's master is he who is able to confer or remove whatever that man seeks or shuns.,125,man master is he who is able to confer or remove whatever that man seeks or shuns,17,0.058788948,0,0,0.058788948,0,0.058788948,0,0,0.058788948,0.058788948
66,Enchiridion,Epictetus,stoicism,"Whoever then would be free, let him wish nothing, let him decline nothing, which depends on others; else he must necessarily be a slave.",125,whoever then would be free let him wish nothing let him decline nothing which depends on others else he must necessarily be slave,23,0.043459365,0,0,0.043459365,0,0.043459365,0,0,0.086918731,0
67,Enchiridion,Epictetus,stoicism,Remember that you must behave as at a banquet.,125,remember that you must behave as at banquet,8,0,0.124843945,0,0,0.124843945,0,0,0,0,0.124843945
68,Enchiridion,Epictetus,stoicism,Is anything brought round to you?,125,is anything brought round to you,6,0,0,0,0,0,0,0,0,0,0
69,Enchiridion,Epictetus,stoicism,Put out your hand and take a moderate share.,125,put out your hand and take moderate share,8,0,0.124843945,0,0,0.124843945,0,0,0.124843945,0,0.24968789
70,Enchiridion,Epictetus,stoicism,Does it pass by you?,125,does it pass by you,5,0,0,0,0,0,0,0,0,0,0
71,Enchiridion,Epictetus,stoicism,"Do not yearn in desire toward it, but wait till it reaches you.",125,do not yearn in desire toward it but wait till it reaches you,13,0,0.076863951,0,0,0,0,0,0,0.076863951,0
72,Enchiridion,Epictetus,stoicism,"So with regard to children, wife, office, riches; and you will some time or other be worthy to feast with the gods.",125,so with regard to children wife office riches and you will some time or other be worthy to feast with the gods,22,0,0.045433894,0,0,0,0,0,0.045433894,0,0.045433894
73,Enchiridion,Epictetus,stoicism,"And if you do not so much as take the things which are set before you, but are able even to forego them, then you will not only be worthy to feast with the gods, but to rule with them also.",125,and if you do not so much as take the things which are set before you but are able even to forego them then you will not only be worthy to feast with the gods but to rule with them also,41,0,0,0,0.024384297,0,0,0,0.048768593,0.024384297,0.024384297
74,Enchiridion,Epictetus,stoicism,"For, by thus doing, Diogenes and Heraclitus, and others like them, deservedly became divine, and were so recognized.",125,for by thus doing diogenes and heraclitus and others like them deservedly became divine and were so recognized,18,0,0,0,0,0,0,0,0,0,0
75,Enchiridion,Epictetus,stoicism,"When you see anyone weeping for grief, either that his son has gone abroad or that he has suffered in his affairs, take care not to be overcome by the apparent evil, but discriminate and be ready to say, 'What hurts this man is not this occurrence itself for another man might not be hurt by it",125,when you see anyone weeping for grief either that his son has gone abroad or that he has suffered in his affairs take care not to be overcome by the apparent evil but discriminate and be ready to say what hurts this man is not this occurrence itself for another man might not be hurt by it,57,0.052622347,0.017540782,0.017540782,0.035081565,0,0.087703912,0,0,0.070163129,0
76,Enchiridion,Epictetus,stoicism,but the view he chooses to take of it.',125,but the view he chooses to take of it,9,0,0,0,0,0,0,0,0,0,0
77,Enchiridion,Epictetus,stoicism,"As far as conversation goes, however, do not disdain to accommodate yourself to him and, if need be, to groan with him.",125,as far as conversation goes however do not disdain to accommodate yourself to him and if need be to groan with him,22,0.045433894,0,0.090867787,0,0,0.045433894,0,0,0.090867787,0
78,Enchiridion,Epictetus,stoicism,"Take heed, however, not to groan inwardly, too.",125,take heed however not to groan inwardly too,8,0,0,0.124843945,0,0,0.124843945,0,0,0.124843945,0
79,Enchiridion,Epictetus,stoicism,"Remember that you are an actor in a drama of such sort as the Author chooses if short, then in a short one; if long, then in a long one.",125,remember that you are an actor in drama of such sort as the author chooses if short then in short one if long then in long one,27,0,0.037023325,0,0,0,0,0,0.037023325,0,0.037023325
80,Enchiridion,Epictetus,stoicism,"If it be his pleasure that you should enact a poor man, or a cripple, or a ruler, or a private citizen, see that you act it well.",125,if it be his pleasure that you should enact poor man or cripple or ruler or private citizen see that you act it well,24,0,0,0,0.041649313,0,0.041649313,0,0,0.041649313,0.041649313
81,Enchiridion,Epictetus,stoicism,"For this is your business to act well the given part, but to choose it belongs to another.",125,for this is your business to act well the given part but to choose it belongs to another,18,0,0,0,0,0,0,0,0,0,0
82,Enchiridion,Epictetus,stoicism,"When a raven happens to croak unluckily, be not overcome by appearances, but discriminate and say, 'Nothing is portended to me either to my paltry body, or property, or reputation, or children, or wife.",125,when raven happens to croak unluckily be not overcome by appearances but discriminate and say nothing is portended to me either to my paltry body or property or reputation or children or wife,33,0.03029385,0,0,0,0,0.03029385,0,0,0.03029385,0
83,Enchiridion,Epictetus,stoicism,But to me all portents are lucky if I will.,125,but to me all portents are lucky if will,9,0,0,0,0,0.110987791,0,0.110987791,0,0,0.110987791
84,Enchiridion,Epictetus,stoicism,"For whatsoever happens, it belongs to me to derive advantage therefrom.'",125,for whatsoever happens it belongs to me to derive advantage therefrom,11,0,0,0,0,0,0,0,0,0,0.090826521
85,Enchiridion,Epictetus,stoicism,You can be unconquerable if you enter into no combat in which it is not in your own power to conquer.,125,you can be unconquerable if you enter into no combat in which it is not in your own power to conquer,21,0.047596383,0,0,0.047596383,0,0,0,0,0.047596383,0
86,Enchiridion,Epictetus,stoicism,"When, therefore, you see anyone eminent in honors or power, or in high esteem on any other account, take heed not to be bewildered by appearances and to pronounce him happy; for if the essence of good consists in things within our own power, there will be no room for envy or emulation.",125,when therefore you see anyone eminent in honors or power or in high esteem on any other account take heed not to be bewildered by appearances and to pronounce him happy for if the essence of good consists in things within our own power there will be no room for envy or emulation,53,0,0.03772873,0,0.018864365,0.056593096,0.018864365,0.03772873,0.075457461,0.018864365,0.075457461
87,Enchiridion,Epictetus,stoicism,"But, for your part, do not desire to be a general, or a senator, or a consul, but to be free; and the only way to this is a disregard of things which lie not within our own power.",125,but for your part do not desire to be general or senator or consul but to be free and the only way to this is disregard of things which lie not within our own power,35,0.028563268,0,0.028563268,0,0,0.028563268,0,0.057126535,0.057126535,0.028563268
88,Enchiridion,Epictetus,stoicism,"Remember that it is not he who gives abuse or blows, who affronts, but the view we take of these things as insulting.",125,remember that it is not he who gives abuse or blows who affronts but the view we take of these things as insulting,23,0.086918731,0,0.086918731,0.086918731,0,0.086918731,0,0,0.086918731,0
89,Enchiridion,Epictetus,stoicism,"When, therefore, anyone provokes you, be assured that it is your own opinion which provokes you.",125,when therefore anyone provokes you be assured that it is your own opinion which provokes you,16,0,0,0,0,0,0,0,0.062460962,0,0.062460962
90,Enchiridion,Epictetus,stoicism,"Try, therefore, in the first place, not to be bewildered by appearances.",125,try therefore in the first place not to be bewildered by appearances,12,0,0,0,0.083263947,0,0,0.083263947,0,0.083263947,0
91,Enchiridion,Epictetus,stoicism,"For if you once gain time and respite, you will more easily command yourself.",125,for if you once gain time and respite you will more easily command yourself,14,0,0.142755175,0,0,0.142755175,0,0,0.071377587,0,0.142755175
92,Enchiridion,Epictetus,stoicism,"Let death and exile, and all other things which appear terrible, be daily before your eyes, but death chiefly; and you will never entertain an abject thought, nor too eagerly covet anything.",125,let death and exile and all other things which appear terrible be daily before your eyes but death chiefly and you will never entertain an abject thought nor too eagerly covet anything,32,0.093720712,0.093720712,0.093720712,0.093720712,0.031240237,0.093720712,0.031240237,0,0.156201187,0.031240237
93,Enchiridion,Epictetus,stoicism,"you have an earnest desire toward philosophy, prepare yourself from the very first to have the multitude laugh and sneer, and say, 'He is returned to us a philosopher all at once'; and, 'Whence this supercilious look?'",125,you have an earnest desire toward philosophy prepare yourself from the very first to have the multitude laugh and sneer and say he is returned to us philosopher all at once and whence this supercilious look,36,0.027770064,0.027770064,0.027770064,0,0.027770064,0,0.027770064,0.027770064,0.027770064,0.111080255
94,Enchiridion,Epictetus,stoicism,"Now, for your part, do not have a supercilious look indeed, but keep steadily to those things which appear best to you, as one appointed by God to this particular station.",125,now for your part do not have supercilious look indeed but keep steadily to those things which appear best to you as one appointed by god to this particular station,30,0,0.033322226,0,0.033322226,0.033322226,0,0,0.033322226,0,0.033322226
95,Enchiridion,Epictetus,stoicism,"For remember that, if you are persistent, those very persons who at first ridiculed will afterwards admire you.",125,for remember that if you are persistent those very persons who at first ridiculed will afterwards admire you,18,0,0,0,0,0,0,0,0.055524708,0,0.111049417
96,Enchiridion,Epictetus,stoicism,"But if you are conquered by them, you will incur a double ridicule.",125,but if you are conquered by them you will incur double ridicule,12,0.083263947,0,0.083263947,0,0,0.083263947,0,0,0.166527893,0
97,Enchiridion,Epictetus,stoicism,"you ever happen to turn your attention to externals, for the pleasure of anyone, be assured that you have ruined your scheme of life.",125,you ever happen to turn your attention to externals for the pleasure of anyone be assured that you have ruined your scheme of life,24,0.041649313,0.041649313,0.041649313,0.041649313,0,0.041649313,0,0.041649313,0.083298626,0.083298626
98,Enchiridion,Epictetus,stoicism,"Be content, then, in everything, with being a philosopher; and if you wish to seem so likewise to anyone, appear so to yourself, and it will suffice you.",125,be content then in everything with being philosopher and if you wish to seem so likewise to anyone appear so to yourself and it will suffice you,27,0,0,0,0,0.037023325,0,0,0.074046649,0,0.074046649
99,Enchiridion,Epictetus,stoicism,Let not such considerations as these distress you: 'I shall live in discredit and be nobody anywhere.',125,let not such considerations as these distress you shall live in discredit and be nobody anywhere,16,0.062460962,0,0.062460962,0.062460962,0,0.062460962,0.062460962,0,0.124921924,0
100,Enchiridion,Epictetus,stoicism,"For if discredit be an evil, you can no more be involved in evil through another than in baseness.",125,for if discredit be an evil you can no more be involved in evil through another than in baseness,19,0.052603893,0,0.052603893,0.052603893,0,0.052603893,0,0,0.105207785,0
101,Enchiridion,Epictetus,stoicism,"Is it any business of yours, then, to get power or to be admitted to an entertainment?",125,is it any business of yours then to get power or to be admitted to an entertainment,17,0,0.058788948,0,0,0.058788948,0,0.058788948,0.058788948,0,0.058788948
102,Enchiridion,Epictetus,stoicism,"How then, after all, is this discredit?",125,how then after all is this discredit,7,0,0,0,0,0,0,0,0,0.142653352,0
103,Enchiridion,Epictetus,stoicism,"And how it is true that you will be nobody anywhere when you ought to be somebody in those things only which are within your own power, in which you may be of the greatest consequence? '",125,and how it is true that you will be nobody anywhere when you ought to be somebody in those things only which are within your own power in which you may be of the greatest consequence,36,0,0,0,0,0,0,0,0,0,0
104,Enchiridion,Epictetus,stoicism,But my friends will be unassisted.',125,but my friends will be unassisted,6,0,0,0,0,0,0,0,0,0,0
105,Enchiridion,Epictetus,stoicism,What do you mean by 'unassisted'?,125,what do you mean by unassisted,6,0,0,0,0,0,0,0,0,0,0
